Area.name,Area.code,Area.type,date,Daily.lab.confirmed.cases,Cumulative.lab.confirmed.cases
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-10,22,226
Bracknell Forest,E06000036,Upper tier local authority,2020-04-10,4,111
Bradford,E08000032,Upper tier local authority,2020-04-10,18,413
Brent,E09000005,Upper tier local authority,2020-04-10,40,1019
Brighton and Hove,E06000043,Upper tier local authority,2020-04-10,10,221
"Bristol, City of",E06000023,Upper tier local authority,2020-04-10,18,324
Bromley,E09000006,Upper tier local authority,2020-04-10,23,756
Buckinghamshire,E10000002,Upper tier local authority,2020-04-10,26,499
Bury,E08000002,Upper tier local authority,2020-04-10,16,233
Calderdale,E08000033,Upper tier local authority,2020-04-10,11,139
Cambridgeshire,E10000003,Upper tier local authority,2020-04-10,18,406
Camden,E09000007,Upper tier local authority,2020-04-10,10,431
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-10,18,290
Cheshire East,E06000049,Upper tier local authority,2020-04-10,28,405
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-10,25,424
City of London,E09000001,Upper tier local authority,2020-04-10,0,0
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-10,12,287
County Durham,E06000047,Upper tier local authority,2020-04-10,56,645
Coventry,E08000026,Upper tier local authority,2020-04-10,15,402
Croydon,E09000008,Upper tier local authority,2020-04-10,25,990
Cumbria,E10000006,Upper tier local authority,2020-04-10,34,1234
Darlington,E06000005,Upper tier local authority,2020-04-10,4,125
Derby,E06000015,Upper tier local authority,2020-04-10,12,351
Derbyshire,E10000007,Upper tier local authority,2020-04-10,26,736
Devon,E10000008,Upper tier local authority,2020-04-10,28,372
Doncaster,E08000017,Upper tier local authority,2020-04-10,4,230
Dorset,E06000059,Upper tier local authority,2020-04-10,12,202
Dudley,E08000027,Upper tier local authority,2020-04-10,28,443
Ealing,E09000009,Upper tier local authority,2020-04-10,45,743
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-10,22,219
East Sussex,E10000011,Upper tier local authority,2020-04-10,18,337
Enfield,E09000010,Upper tier local authority,2020-04-10,25,552
Essex,E10000012,Upper tier local authority,2020-04-10,57,1538
Gateshead,E08000037,Upper tier local authority,2020-04-10,33,427
Gloucestershire,E10000013,Upper tier local authority,2020-04-10,63,662
Greenwich,E09000011,Upper tier local authority,2020-04-10,14,468
Hackney,E09000012,Upper tier local authority,2020-04-10,14,489
Halton,E06000006,Upper tier local authority,2020-04-10,12,200
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-10,16,387
Hampshire,E10000014,Upper tier local authority,2020-04-10,83,1631
Haringey,E09000014,Upper tier local authority,2020-04-10,11,422
Harrow,E09000015,Upper tier local authority,2020-04-10,27,660
Hartlepool,E06000001,Upper tier local authority,2020-04-10,2,73
Havering,E09000016,Upper tier local authority,2020-04-10,26,445
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-10,6,102
Hertfordshire,E10000015,Upper tier local authority,2020-04-10,76,1491
Hillingdon,E09000017,Upper tier local authority,2020-04-10,20,512
Hounslow,E09000018,Upper tier local authority,2020-04-10,16,484
Isle of Wight,E06000046,Upper tier local authority,2020-04-10,5,51
Islington,E09000019,Upper tier local authority,2020-04-10,4,327
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-10,11,369
Kent,E10000016,Upper tier local authority,2020-04-10,122,1664
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-10,18,123
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-10,10,297
Kirklees,E08000034,Upper tier local authority,2020-04-10,12,322
Knowsley,E08000011,Upper tier local authority,2020-04-10,12,301
Lambeth,E09000022,Upper tier local authority,2020-04-10,16,884
Lancashire,E10000017,Upper tier local authority,2020-04-10,71,1536
Leeds,E08000035,Upper tier local authority,2020-04-10,47,636
Leicester,E06000016,Upper tier local authority,2020-04-10,20,371
Leicestershire,E10000018,Upper tier local authority,2020-04-10,27,523
Lewisham,E09000023,Upper tier local authority,2020-04-10,8,684
Lincolnshire,E10000019,Upper tier local authority,2020-04-10,27,451
Liverpool,E08000012,Upper tier local authority,2020-04-10,34,894
Luton,E06000032,Upper tier local authority,2020-04-10,22,381
Manchester,E08000003,Upper tier local authority,2020-04-10,32,645
Medway,E06000035,Upper tier local authority,2020-04-10,22,382
Merton,E09000024,Upper tier local authority,2020-04-10,11,490
Middlesbrough,E06000002,Upper tier local authority,2020-04-10,17,272
Milton Keynes,E06000042,Upper tier local authority,2020-04-10,17,298
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-10,29,570
Newham,E09000025,Upper tier local authority,2020-04-10,24,742
Norfolk,E10000020,Upper tier local authority,2020-04-10,48,642
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-10,4,73
North Lincolnshire,E06000013,Upper tier local authority,2020-04-10,3,105
North Somerset,E06000024,Upper tier local authority,2020-04-10,4,117
North Tyneside,E08000022,Upper tier local authority,2020-04-10,8,298
North Yorkshire,E10000023,Upper tier local authority,2020-04-10,24,457
Northamptonshire,E10000021,Upper tier local authority,2020-04-10,27,709
Northumberland,E06000057,Upper tier local authority,2020-04-10,24,382
Nottingham,E06000018,Upper tier local authority,2020-04-10,14,295
Nottinghamshire,E10000024,Upper tier local authority,2020-04-10,17,663
Oldham,E08000004,Upper tier local authority,2020-04-10,27,331
Oxfordshire,E10000025,Upper tier local authority,2020-04-10,70,914
Peterborough,E06000031,Upper tier local authority,2020-04-10,1,104
Plymouth,E06000026,Upper tier local authority,2020-04-10,13,141
Portsmouth,E06000044,Upper tier local authority,2020-04-10,9,170
Reading,E06000038,Upper tier local authority,2020-04-10,14,192
Redbridge,E09000026,Upper tier local authority,2020-04-10,11,500
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-10,8,157
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-10,8,280
Rochdale,E08000005,Upper tier local authority,2020-04-10,13,266
Rotherham,E08000018,Upper tier local authority,2020-04-10,22,350
Rutland,E06000017,Upper tier local authority,2020-04-10,1,10
Salford,E08000006,Upper tier local authority,2020-04-10,22,352
Sandwell,E08000028,Upper tier local authority,2020-04-10,36,566
Sefton,E08000014,Upper tier local authority,2020-04-10,14,473
Sheffield,E08000019,Upper tier local authority,2020-04-10,57,1306
Shropshire,E06000051,Upper tier local authority,2020-04-10,6,238
Slough,E06000039,Upper tier local authority,2020-04-10,14,230
Solihull,E08000029,Upper tier local authority,2020-04-10,22,347
Somerset,E10000027,Upper tier local authority,2020-04-10,16,205
South Gloucestershire,E06000025,Upper tier local authority,2020-04-10,6,212
South Tyneside,E08000023,Upper tier local authority,2020-04-10,18,217
Southampton,E06000045,Upper tier local authority,2020-04-10,9,258
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-10,10,217
Southwark,E09000028,Upper tier local authority,2020-04-10,30,948
St. Helens,E08000013,Upper tier local authority,2020-04-10,11,376
Staffordshire,E10000028,Upper tier local authority,2020-04-10,60,916
Stockport,E08000007,Upper tier local authority,2020-04-10,33,469
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-10,5,197
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-10,24,189
Suffolk,E10000029,Upper tier local authority,2020-04-10,33,474
Sunderland,E08000024,Upper tier local authority,2020-04-10,37,629
Surrey,E10000030,Upper tier local authority,2020-04-10,82,1546
Sutton,E09000029,Upper tier local authority,2020-04-10,14,430
Swindon,E06000030,Upper tier local authority,2020-04-10,14,169
Tameside,E08000008,Upper tier local authority,2020-04-10,10,278
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-10,7,131
Thurrock,E06000034,Upper tier local authority,2020-04-10,4,191
Torbay,E06000027,Upper tier local authority,2020-04-10,5,98
Tower Hamlets,E09000030,Upper tier local authority,2020-04-10,15,478
Trafford,E08000009,Upper tier local authority,2020-04-10,22,371
Wakefield,E08000036,Upper tier local authority,2020-04-10,14,309
Walsall,E08000030,Upper tier local authority,2020-04-10,21,565
Waltham Forest,E09000031,Upper tier local authority,2020-04-10,16,528
Wandsworth,E09000032,Upper tier local authority,2020-04-10,30,740
Warrington,E06000007,Upper tier local authority,2020-04-10,28,332
Warwickshire,E10000031,Upper tier local authority,2020-04-10,30,662
West Berkshire,E06000037,Upper tier local authority,2020-04-10,13,157
West Sussex,E10000032,Upper tier local authority,2020-04-10,26,634
Westminster,E09000033,Upper tier local authority,2020-04-10,9,488
Wigan,E08000010,Upper tier local authority,2020-04-10,17,299
Wiltshire,E06000054,Upper tier local authority,2020-04-10,5,236
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-10,2,148
Wirral,E08000015,Upper tier local authority,2020-04-10,30,552
Wokingham,E06000041,Upper tier local authority,2020-04-10,16,176
Wolverhampton,E08000031,Upper tier local authority,2020-04-10,25,450
Worcestershire,E10000034,Upper tier local authority,2020-04-10,31,652
York,E06000014,Upper tier local authority,2020-04-10,6,126
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-11,4,324
Barnet,E09000003,Upper tier local authority,2020-04-11,20,973
Barnsley,E08000016,Upper tier local authority,2020-04-11,24,360
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-11,10,135
Bedford,E06000055,Upper tier local authority,2020-04-11,9,238
Bexley,E09000004,Upper tier local authority,2020-04-11,13,435
Birmingham,E08000025,Upper tier local authority,2020-04-11,31,1899
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-11,10,165
Blackpool,E06000009,Upper tier local authority,2020-04-11,15,163
Bolton,E08000001,Upper tier local authority,2020-04-11,30,407
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-11,7,233
Bracknell Forest,E06000036,Upper tier local authority,2020-04-11,9,120
Bradford,E08000032,Upper tier local authority,2020-04-11,17,430
Brent,E09000005,Upper tier local authority,2020-04-11,22,1041
Brighton and Hove,E06000043,Upper tier local authority,2020-04-11,8,229
"Bristol, City of",E06000023,Upper tier local authority,2020-04-11,26,350
Bromley,E09000006,Upper tier local authority,2020-04-11,23,779
Buckinghamshire,E10000002,Upper tier local authority,2020-04-11,19,518
Bury,E08000002,Upper tier local authority,2020-04-11,16,249
Calderdale,E08000033,Upper tier local authority,2020-04-11,3,142
Cambridgeshire,E10000003,Upper tier local authority,2020-04-11,16,422
Camden,E09000007,Upper tier local authority,2020-04-11,9,440
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-11,14,304
Cheshire East,E06000049,Upper tier local authority,2020-04-11,29,434
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-11,15,439
City of London,E09000001,Upper tier local authority,2020-04-11,0,0
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-11,13,300
County Durham,E06000047,Upper tier local authority,2020-04-11,48,693
Coventry,E08000026,Upper tier local authority,2020-04-11,15,417
Croydon,E09000008,Upper tier local authority,2020-04-11,22,1012
Cumbria,E10000006,Upper tier local authority,2020-04-11,25,1259
Darlington,E06000005,Upper tier local authority,2020-04-11,9,134
Derby,E06000015,Upper tier local authority,2020-04-11,13,364
Derbyshire,E10000007,Upper tier local authority,2020-04-11,23,759
Devon,E10000008,Upper tier local authority,2020-04-11,16,388
